,view_count,view_count,like_count,like_count,comment_count,comment_count
,mean,median,mean,median,mean,median
caption,,,,,,
False,9845558.0,893000.0,238337.0,16125.0,1957.0,398.0
True,14470262.0,1619068.0,303948.0,28140.0,4669.0,972.0
